3,0,0,0,2,0,15,0,7,6,1,0,11,16,8,0
0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0
1,0,0,11,3,0,0,14,0,0,0,16,4,0,0,0
0,0,0,0,0,11,0,0,0,0,4,0,0,14,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,0,0,0,16,0,2,10,0,0,4,0,0,0,0
0,0,6,0,0,14,0,1,0,0,0,0,16,0,2,12
0,0,0,0,0,0,10,0,2,0,0,0,0,0,13,0
0,0,16,0,0,0,0,0,0,5,0,0,10,0,0,11
0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,9
0,0,10,0,0,0,5,16,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0
0,10,3,0,0,0,0,15,0,0,0,0,0,0,0,4
0,16,0,2,0,10,0,0,0,4,0,1,0,12,0,0
0,15,0,0,0,0,2,3,16,0,0,0,14,0,0,0
