0,8,16,0,9,0,0,0,5,0,7,0,0,0,0,12
6,0,0,0,5,0,0,0,0,14,0,0,0,4,16,0
0,13,0,0,0,0,0,0,0,0,15,12,0,6,0,0
0,0,0,4,11,15,0,0,0,0,0,6,8,0,0,0
0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,10,0,0,14,0,0,7,0,0,0,0,1,0,0
0,0,5,0,0,6,0,2,0,0,3,0,0,0,4,7
2,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0
0,0,0,16,0,12,0,0,0,0,0,0,0,15,0,0
0,0,9,0,0,0,16,13,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,16,0,12,8,0,0
0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0
0,0,0,9,4,1,0,0,13,0,0,0,0,7,0,0
0,0,0,0,0,2,3,0,0,0,0,0,0,9,0,0
0,0,15,2,0,0,0,5,0,0,0,0,3,0,8,13
