0,0,0,0,56,51,0,22,48,0,61,0,0,0,0,0,53,0,0,46,0,86,68,0,0,28,65,55,0,0,0,0,0,30,74,0,0,34,0,0,0,0,0,82,47,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,57,0,66,0,0,0,0,0,0,0,0,0,99,0,93,0,0,0,95,70,35,0,8,0,94,0,0,0,43,64,0,0,0,0,0,0,4,67,0
0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,35,0,66,0,0,0,0,0,0,0,0,90,0,0,0,0,78,0,0,0,45,0,4,0,10,0,0,38,0,84,0,0,0,0,0,0,0,18,0,0,0,0,0,76,0,0,0,89,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,74,0,88,0,0,0,0,39,0
0,44,0,0,0,0,0,61,0,0,0,0,0,0,0,4,0,0,69,0,10,0,0,31,0,0,0,0,0,0,93,48,0,0,0,0,40,83,50,0,74,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,17,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,95,0,0,64,0,0,0,0,49,0,0,0,0,0,36,0,0,0,0
0,75,0,0,0,0,6,78,0,2,0,0,0,0,0,0,0,11,36,0,0,0,0,0,0,88,15,84,0,22,0,0,4,0,64,0,37,0,0,0,0,80,0,0,0,7,81,0,0,0,45,0,0,0,0,0,0,94,0,0,0,8,0,0,0,52,0,0,0,0,0,66,0,0,0,29,0,87,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,100,0,0,0
0,0,84,0,0,0,0,24,0,93,0,64,0,0,33,0,18,0,59,0,0,16,0,0,63,0,0,0,0,0,0,0,0,0,8,0,32,0,0,0,19,0,55,0,0,0,0,0,0,53,51,22,0,0,0,0,0,0,28,0,0,0,0,0,0,26,0,97,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,15,0,62,0,0,0,0,0,0,68,0,43,0,6,65,0,0
0,0,50,21,0,0,77,0,0,15,39,0,0,0,0,0,0,0,0,0,0,0,34,0,64,98,42,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,69,100,14,41,8,0,27,0,0,0,76,0,93,0,0,0,0,0,71,0,75,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,78,0,68,0,7,29,0,0,0,0,0,48,5,32,0,0,0
0,63,9,0,0,0,0,0,43,0,41,0,0,0,0,42,0,0,57,24,0,0,0,74,0,0,0,0,48,0,0,0,0,0,0,62,0,0,0,68,0,0,67,0,88,0,0,0,0,99,0,0,0,0,0,0,0,0,77,0,0,49,0,5,0,25,0,0,0,0,0,0,0,0,0,0,13,64,0,7,27,0,93,0,0,0,96,0,91,56,0,0,0,0,0,0,0,0,50,0
55,0,0,0,0,0,0,17,0,45,0,63,65,95,0,99,0,0,0,0,0,50,0,0,0,0,0,87,0,0,0,0,0,0,91,0,77,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,58,0,0,0,0,0,68,44,0,54,0,0,0,2,40,43,0,90,88,0,0,0,0,0,0,42,0,11,0,0,0,10,0,0,0,89,0,31,34,0,24,0,0
11,10,62,73,76,0,0,64,0,8,0,0,0,60,87,0,0,0,0,91,0,0,43,0,0,26,30,0,38,0,0,0,0,0,0,0,0,0,79,0,63,0,0,0,0,0,0,42,65,0,0,0,13,0,0,0,0,0,0,0,0,0,51,1,0,0,48,0,0,0,0,0,0,0,0,0,0,41,71,0,0,0,0,0,0,0,0,23,0,0,66,0,0,9,0,0,0,0,90,75
26,0,0,98,0,0,0,0,0,0,0,51,30,5,0,0,0,0,0,9,6,0,0,11,0,0,99,0,58,0,45,0,0,56,85,0,0,0,0,38,0,0,13,18,0,0,92,89,0,77,64,2,0,0,0,72,0,29,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,76,0,39,0,84,65,0,0,22,0,0,0,0,95,3,0,0
0,0,74,0,62,81,0,0,0,0,0,94,4,0,64,51,58,0,0,0,0,0,0,0,0,95,0,0,45,65,76,0,0,75,88,0,52,0,0,0,0,0,0,0,0,19,50,0,0,96,0,0,0,35,0,11,0,0,0,33,0,0,20,0,0,0,41,68,0,0,0,0,0,79,0,0,0,0,0,0,0,0,47,0,0,37,0,0,0,0,73,0,0,0,0,0,0,71,86,0
0,72,27,64,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,19,0,0,0,0,0,0,0,0,76,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,96,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,38,0,0,0,45,0,0,0,84,0,0,94,7,0,0,80,58,0,0,0,0,65,0,0,9,0,0,90,0,0
0,0,0,18,29,0,0,0,0,0,0,0,0,55,65,0,0,78,8,0,0,0,0,0,0,4,28,0,0,61,0,0,64,90,10,0,0,57,0,0,0,0,0,0,0,0,0,16,0,0,88,0,24,0,45,0,0,0,0,0,0,0,0,0,0,22,46,0,39,0,0,0,34,0,0,0,0,0,44,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,0,0,77,0,65,0,0,51,0,54,0,0,0,88,43,0,0,84,66,97,18,0,38,0,0,79,64,11,0,0,0,0,0,94,0,0,0,0,0,0,56,0,0,0,0,0,53,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,3,0,0,0,0,96,0,0,0,0,8,68,55,0,92,60,45,0
0,50,0,0,40,0,0,93,0,0,0,0,0,82,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,81,56,0,38,0,0,0,0,0,0,0,0,58,29,0,0,0,65,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,12,0,0,0,0,24
0,0,0,0,0,0,0,91,63,0,0,0,0,0,14,0,83,0,0,27,0,0,74,0,0,73,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,89,0,0,0,25,0,39,0,0,0,0,0,0,0,0,0,0,92,0,55,0,0,0,0,0,70,0,0,35,0,0,0,99,0,0,0,0,8,0,0,59,0,98,9,0,0,93,79,3,0,0,0,0,0,0,0,76,0
