0,0,0,11,14,9,3,0,0,0,10,1,0,0,16,13
0,0,0,6,11,10,4,0,0,13,0,16,3,0,0,12
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,4,0,0,14,0,0,0,0
0,0,2,0,0,12,0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,3,0,1,16,7,14,0,0,0,6,0
0,8,0,0,4,0,0,15,0,5,0,0,0,0,0,0
0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,14
0,0,0,3,9,5,0,0,12,14,2,0,0,0,10,0
14,0,4,5,0,0,0,0,0,8,0,9,1,3,0,0
13,0,7,8,3,1,0,0,0,0,4,0,12,11,5,9
0,10,0,0,12,4,13,0,0,0,0,0,7,16,0,8
1,6,0,0,13,0,0,7,0,4,0,3,16,0,0,0
0,3,0,13,0,0,0,4,0,12,15,11,14,0,0,0
0,11,0,0,1,14,0,0,0,16,5,0,13,0,0,0
5,0,16,14,15,0,9,10,2,6,0,0,0,0,12,0
