0,13,0,0,14,0,0,0,0,0,0,4,0,0,6,1
0,0,0,0,0,0,0,0,0,2,9,15,0,0,0,0
0,8,0,0,0,0,0,12,0,0,0,5,0,13,0,0
0,0,0,0,0,0,0,2,0,0,0,6,9,0,0,0
13,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,7,0,0,9,0,0
7,0,8,0,3,0,0,0,0,0,15,0,11,0,0,0
0,0,0,0,0,14,0,8,0,1,0,13,0,0,0,7
0,0,0,11,0,1,4,16,0,0,8,0,6,0,9,0
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0,0,0,8,5,0,0,0,7,0,0,0,0,0,13,15
0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0
8,0,0,12,0,0,0,0,0,5,3,0,0,0,0,0
6,0,0,0,0,0,12,0,0,8,0,7,0,2,4,0
0,0,2,0,0,0,0,0,0,0,0,0,5,1,7,14
