0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,12
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,15,14,0,0,0,0,0,0,0,0,0
8,7,0,13,0,0,0,0,0,0,0,0,0,3,0,9
0,3,10,0,0,0,0,15,0,0,0,0,0,0,0,8
0,0,0,15,0,0,0,0,0,0,0,0,14,16,0,0
0,0,4,12,3,0,1,9,14,16,0,8,0,0,13,0
0,0,8,16,0,0,5,0,0,1,11,0,0,15,3,2
0,0,0,5,0,0,0,13,6,12,0,3,0,14,10,1
0,0,7,6,1,10,0,3,0,4,14,5,16,0,9,11
0,14,1,0,0,0,0,0,0,7,16,0,12,0,0,4
0,5,12,1,0,8,13,11,0,9,0,7,4,0,15,0
3,10,6,9,0,0,0,0,13,0,0,0,0,0,0,0
0,0,13,8,12,2,0,16,0,5,10,15,0,9,0,0
4,16,15,2,10,0,7,0,0,0,0,0,3,12,0,0
