0,9,0,11,0,0,0,2,0,0,0,16,0,0,0,4
0,0,13,2,0,9,14,0,0,0,0,0,0,0,0,7
14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,11,0,10,16,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10
0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,3
0,0,6,0,0,0,0,5,12,0,0,8,0,13,0,0
1,13,0,10,14,0,0,0,4,0,15,0,0,0,2,9
2,0,9,14,13,5,3,15,8,7,1,11,0,0,0,0
15,0,16,4,2,0,12,0,0,5,0,13,6,0,8,1
11,0,12,5,0,1,0,0,0,3,0,0,0,14,13,15
0,0,10,0,1,2,0,14,0,0,16,7,15,0,0,0
5,0,2,15,9,10,0,0,0,0,0,3,1,4,16,8
3,12,0,0,0,16,5,7,0,10,2,0,13,0,9,0
16,14,0,6,0,0,8,0,5,1,9,0,10,7,0,2
