5,0,0,7,0,0,22,25,0,4,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0
0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,15,0,0,0,1,2,0,5,0,0,22,0,0,25,0,0,11,0,0,0,0,0,0,0
0,17,22,24,0,11,0,0,0,0,1,0,4,9,0,0,0,15,18,0,0,0,7,0,0
0,12,0,0,0,0,8,0,15,24,16,0,0,0,0,0,9,0,0,0,0,0,0,0,25
2,0,1,0,0,24,0,0,0,19,0,0,0,5,0,0,0,0,0,21,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,20,0,0,6,0,0,0,11
0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,17,0,0,12
0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,18,0
0,13,0,0,18,0,0,8,0,0,0,0,0,3,0,0,0,0,0,22,2,0,0,0,0
0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5
21,11,0,6,15,0,23,0,0,0,0,0,22,20,0,10,5,0,0,8,25,0,4,17,7
20,8,0,0,0,0,0,1,0,0,0,0,2,0,13,0,0,0,0,0,18,0,23,0,10
0,7,0,0,0,20,0,6,0,0,0,0,3,0,0,0,2,12,0,16,0,8,0,19,0
0,0,0,0,0,0,0,0,0,0,0,7,0,17,21,0,0,6,0,0,22,0,0,0,0
3,21,8,0,1,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,15,0,0,0
25,20,0,22,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,6,0,0,0,0,0,0,12,0,0,0,0,23,0,0,13,11,0,20
17,0,0,0,14,23,0,0,0,0,0,8,0,0,0,0,1,4,0,0,0,10,16,0,0
0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,23,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,24,2,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0
0,0,0,0,5,0,14,18,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,0,0
24,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,6,0,0,0,15,0
23,18,15,0,12,0,0,10,0,0,0,0,0,1,16,9,0,13,0,14,0,0,0,0,0
