16,0,0,0,23,0,8,0,0,0,0,0,0,0,0,9,13,0,0,0,6,4,11,0,0
0,0,0,0,0,25,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,7,19
0,12,0,19,7,0,0,0,0,0,18,0,0,0,0,11,0,2,0,3,0,0,0,0,0
0,4,0,0,0,9,0,0,0,13,0,0,0,0,5,0,0,1,0,0,0,0,0,8,18
0,0,0,0,0,0,0,4,0,0,0,0,13,0,9,0,0,0,14,0,0,0,0,0,24
0,7,0,12,0,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0
5,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4
0,0,19,0,0,0,13,0,12,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
0,20,0,17,0,19,0,3,4,0,0,7,0,0,0,1,10,0,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
14,0,0,16,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,24,0,0,0,0,0
4,0,0,15,0,0,0,0,0,0,0,0,0,24,0,20,0,0,0,0,0,0,0,0,16
22,0,0,0,0,8,18,0,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,2,0
0,0,0,0,1,3,2,0,0,4,6,0,0,0,7,8,0,16,0,18,0,9,0,0,13
0,0,7,0,0,0,24,9,13,0,16,0,0,18,0,3,0,0,0,2,17,0,0,0,0
0,0,0,0,0,15,17,0,10,0,25,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,5,0,10,0,0,17,15,0,0,0,0,0,0,0,6,0,0
0,0,0,10,0,6,0,0,0,3,0,0,7,0,13,0,8,5,0,0,0,0,0,22,0
0,0,13,11,0,0,0,0,9,0,5,0,8,14,0,0,3,25,0,4,0,0,0,0,0
0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,0,17,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,8,21,0,0,16,0,0,23
1,21,17,0,0,4,0,15,0,0,0,0,0,0,0,0,0,23,0,0,24,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,25,0
0,16,0,0,0,0,0,21,0,1,20,15,0,0,4,0,24,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,24,0,0,0,5,0,0,2,20,15,0,0,0,0,0,0
