1,24,0,0,0,2,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,15
0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,20,0,0,0,0,0,0,2,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
0,0,0,6,0,23,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,14,15,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,11,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0
24,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,21,0,0,11,0,0,0,0,4
11,0,0,15,17,24,0,23,8,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,22,0,0,0,12,0,15,0,13,7,0,2,11,0,0
0,0,0,0,0,3,0,0,0,0,6,13,0,7,0,11,0,0,0,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,18,16,0,0
0,16,0,0,0,9,10,11,0,18,15,0,0,0,0,0,0,0,19,0,21,23,0,0,0
18,0,17,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,5,0,0,0,13,0,0
14,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,17,16,0,4,0,0,0,24,3
0,1,24,9,0,0,0,3,0,0,7,18,0,8,0,14,0,11,0,0,4,15,0,0,0
0,0,0,4,0,0,19,0,0,0,0,0,24,12,0,13,8,0,0,0,18,16,0,0,11
0,13,25,0,0,18,0,0,10,0,0,0,20,3,0,0,19,0,0,0,23,22,0,0,0
0,0,0,0,0,25,0,8,0,0,0,0,0,0,0,22,0,0,3,0,9,0,0,0,0
0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,24
0,0,0,0,0,12,3,16,0,2,0,0,0,18,0,0,11,0,25,14,0,0,0,0,0
0,0,0,21,0,0,5,0,14,0,12,0,0,22,0,15,0,8,0,0,0,0,0,0,25
0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25,23,0,0,16,0,0,0,0,0,0,22,0,1,9,0,0
5,20,0,2,8,0,0,22,13,0,23,21,0,0,0,0,0,0,0,0,3,24,0,0,0
