18,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18
0,0,0,0,0,0,0,14,24,0,0,0,22,17,0,0,0,6,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,5,0,0
12,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,0,0
22,0,24,0,19,0,16,0,10,0,9,0,14,0,0,0,4,20,15,2,0,0,0,0,0
0,0,0,0,0,0,17,0,3,0,5,0,0,0,8,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,21,0,0,24,0,0
0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16
0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0
0,0,0,0,0,2,23,0,0,12,0,15,0,10,24,0,3,0,11,0,0,21,0,8,0
4,0,0,8,0,15,25,0,0,0,19,0,3,13,20,7,5,9,0,0,23,24,14,22,10
0,0,0,0,1,0,0,16,7,10,6,23,0,0,25,0,15,4,2,8,13,0,12,0,11
0,0,0,7,0,11,0,0,0,3,16,8,5,0,12,0,22,24,0,0,0,0,9,20,25
5,0,0,0,0,0,0,0,0,14,0,0,17,1,22,0,0,0,0,0,4,0,0,3,0
0,0,21,0,0,0,0,9,0,20,0,17,0,18,0,12,0,0,6,23,0,0,0,0,4
0,0,13,0,0,0,0,0,2,0,0,0,7,15,0,14,0,0,17,3,6,1,0,21,0
14,6,23,18,7,17,3,13,11,0,12,5,0,0,0,0,0,19,0,0,0,0,0,15,0
17,0,0,0,0,1,0,6,15,0,20,0,0,11,13,0,7,0,0,0,0,0,22,24,0
0,0,0,1,0,16,0,7,0,0,25,0,6,23,14,0,20,2,8,0,0,12,0,0,0
21,15,10,0,0,0,9,8,20,0,0,22,18,2,0,0,6,23,0,12,16,3,7,0,19
0,0,20,25,0,0,19,2,23,0,0,0,15,0,0,0,0,3,0,0,1,0,6,0,0
23,7,18,0,6,3,0,0,4,0,0,0,8,16,5,0,10,0,0,0,9,0,25,0,0
2,8,0,17,4,0,0,0,25,1,13,0,11,19,3,0,0,0,7,9,14,0,10,23,24
0,22,1,0,24,10,7,0,5,0,14,25,0,0,9,0,0,0,20,4,12,0,0,13,17
