0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,16,1
0,0,0,0,0,0,10,16,0,1,0,0,0,18,0,0,0,0,0,0,0,0,12,11,0
24,0,21,0,0,0,0,0,0,23,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0
9,0,11,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18
0,1,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,3,6,0,0,25,15,0,0
0,0,0,4,0,0,0,8,0,0,0,0,19,0,17,0,3,0,0,7,20,0,0,0,0
16,0,15,20,0,14,0,0,0,13,0,3,0,0,23,0,0,18,0,0,0,0,0,0,0
0,0,0,9,23,19,0,0,25,0,0,0,14,0,0,16,0,0,0,0,0,0,0,8,0
0,6,0,24,0,11,0,0,0,0,20,0,0,0,0,0,0,0,25,5,4,0,0,0,13
0,5,0,25,17,0,0,0,0,0,0,8,0,6,0,14,0,0,0,0,0,0,23,0,7
0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,9,0,0,5,16,25,0,0,0,0,13,0,0,22,20,0,0,0,0,0,0,0,0
0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,0,17,0,0,0,0,4,0
5,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,4,0,0,0,23,7,19,0,0
0,0,0,0,0,13,21,0,2,8,0,0,0,0,0,6,24,0,0,3,0,0,0,0,15
0,0,0,0,0,12,5,0,0,25,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,18,0,9,0,0,2,6,0,0,0,0,0,0,25
0,0,0,21,0,0,7,0,0,0,16,0,15,20,0,0,0,0,19,0,0,0,13,1,4
0,0,0,14,0,8,6,0,0,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,17,0,5,0,0,0,0,2,21,0,1,0,0,10,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,0,0,4,0,10,0,0,0,0,11,9,0,0,0,0,0,0,0,0,7,0
0,0,13,0,0,18,0,0,0,0,0,5,17,0,0,0,0,25,12,0,10,0,0,0,14
0,0,22,0,0,0,0,13,0,21,0,0,23,0,0,0,0,9,0,11,15,0,0,0,16
