0,0,95,0,0,94,0,57,0,0,0,0,0,0,27,0,0,0,0,0,0,0,85,0,0,66,68,0,0,0,0,0,0,0,23,49,0,0,0,83,37,32,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,47,0,0,0,0,0,0,0,22,0,0,0,0,0,0,40,0,0,9,0,0,0,0,77,0,0,0,0,0,0,56,0,0,87,0,0,20,0,0,0,4
0,0,28,38,0,45,0,47,0,0,0,0,0,0,85,0,30,0,0,78,93,0,0,0,2,43,0,64,42,0,0,0,13,54,0,0,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,39,0,19,83,0,0,60,0,0,92,0,0,0,0,0,87,0,0,44,52,32,71,0,0,0,81,0,0,50,98,76,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,55,0,0,0,0,45,88,0,38,0,0,0,36,0,0,0,0,14,0,0,0,0,0,0,0,0,78,0,67,80,0,0,96,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,0,0,0,0,0,0,0,0,0,0,0,41,84,0,0,0,0,74,0,0,0,0,49,0,39,0,23,0,0,0,0,0,0,0,100,0,0,0,0
0,0,0,74,0,0,0,0,89,0,0,0,0,0,79,0,0,0,44,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,88,0,0,0,67,0,68,1,96,0,30,0,81,0,0,0,0,82,71,0,0,8,0,10,95,12,0,0,0,0,0,0,31,0,0,22,0,0,62,0,0,0,0,0,0,0,0,2,24,86,0,7,0,0,0,0,34,0,0,0,0
0,97,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,72,29,0,0,0,0,0,0,46,52,0,0,0,0,0,63,0,0,0,0,0,51,0,1,0,0,0,30,0,0,68,0,0,74,0,56,0,0,0,77,0,0,0,53,0,0,0,0,94,0,0,0,0,4,0,0,0,20,0,0,0,0,0,36,45,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,60,0,46,0,99,0,0,0,0,0,0,0,0,61,0,0,0,0,0,26,0,3,40,0,0,0,0,0,0,0,51,0,57,0,95,0,0,0,94,12,0,0,0,0,0,0,62,72,0,0,0,0,20,0,0,0,0,92,0,0,35,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,0,16,0,66,0,67,30,0
0,0,0,0,0,0,0,0,0,0,53,0,0,12,0,0,0,95,0,0,0,0,6,0,0,0,15,0,28,0,27,0,0,0,0,0,42,0,0,0,0,0,0,0,7,75,0,83,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,67,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,0,100,0,0,0,0,0,0,0,58,0,91,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4,0,25,57,0,14,0,0,0,0,0,12,73,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,36,0,0,7,19,0,0,83,0,34,75,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
72,0,0,48,0,69,59,0,0,54,26,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,55,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,19,60,0,0,83,0,0,0,0,0,9,0,0,0,0,0,76,98,0,0,0,0,85,0,0,0,66,68,95,0,0,0,8,0,0,94,12,0,0,0,86,0,0,43,0,0,93,0
67,0,0,0,0,1,96,0,0,78,0,0,0,0,22,48,0,0,13,0,0,0,0,83,7,0,75,49,19,0,0,0,0,0,0,26,84,0,0,0,0,0,4,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,100,37,0,52,0,0,0,0,0,81,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,58,0,0,0,9,0,0,0,0,25,8,0,0,0,0
