6,0,0,0,5,0,0,2,0,13,0,0,8,0,0,0
0,0,0,0,0,9,0,0,0,0,0,1,11,0,0,0
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10
0,1,11,9,0,0,0,0,7,0,0,0,0,0,0,5
8,0,14,12,0,0,0,0,0,0,0,0,0,0,0,3
0,0,6,16,10,0,0,0,0,2,0,8,9,0,1,0
0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,9
0,0,0,0,0,0,3,15,0,7,0,11,0,10,4,16
0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0
0,0,0,5,0,1,16,0,0,0,6,2,0,0,13,0
0,0,0,0,0,0,0,0,0,0,16,7,0,0,3,12
5,0,0,0,0,10,0,0,0,14,12,0,1,0,0,0
0,0,0,0,15,16,0,0,0,10,0,0,0,0,0,0
0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0
