0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,1
0,0,0,14,0,0,0,0,0,0,0,0,0,12,10,0
15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,15,2,0,7,0,0,0,0,0,0
0,0,14,10,2,0,0,0,0,0,0,8,12,0,5,0
0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,3
0,12,0,4,0,0,0,0,0,6,7,0,15,0,0,0
7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7
0,0,0,11,12,0,0,16,0,3,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,12,11,14,0,0,0
0,11,0,0,6,0,0,14,0,0,0,0,8,0,12,16
0,0,10,0,16,0,0,0,0,0,0,1,13,0,0,0
0,0,0,0,0,0,12,0,16,0,0,7,10,0,0,11
3,0,0,16,8,0,0,0,0,0,6,10,5,0,7,0
