0,1,0,0,0,0,6,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
6,0,0,0,8,0,0,9,0,0,10,0,0,0,7,0
0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
0,0,8,5,0,0,0,0,15,6,0,0,0,2,0,0
0,0,16,3,0,2,8,0,0,0,0,1,0,0,0,0
0,0,0,0,16,0,14,0,0,0,11,0,0,0,0,0
0,14,0,0,11,6,2,8,13,1,16,0,0,0,0,0
10,0,0,0,4,0,0,0,0,0,0,0,15,0,16,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8
4,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0
0,12,0,0,0,8,0,6,0,0,0,0,3,0,2,0
0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,15
2,0,5,0,0,0,0,0,10,4,14,9,0,12,8,0
