0,0,1,0,0,0,0,0,12,0,0,14,13,0,0,5
14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,11,0,10,9,1,8,0,0,6,0,0,0,0,0,15
2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,1,3,0,8,0,6,14,10
0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0
8,0,0,0,0,0,0,0,10,4,0,13,0,0,0,0
0,13,0,0,10,0,0,0,0,0,5,0,3,0,0,0
0,0,0,6,0,0,0,12,14,0,0,0,0,0,0,0
0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,9,2,0,0,0,8,0,0
0,15,0,0,13,4,0,11,8,0,0,0,6,0,7,0
9,0,0,0,0,0,0,0,2,0,13,0,0,16,15,0
0,0,0,2,0,0,7,0,0,0,0,0,8,0,0,14
1,0,0,4,0,8,0,0,0,0,0,0,0,0,0,13
