6,0,0,0,0,0,0,0,0,8,0,0,3,14,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,16,0,7,14,0,0,6,0
0,0,0,0,3,0,13,0,0,0,5,0,7,0,0,1
0,1,0,0,0,0,0,0,0,0,6,0,14,0,0,0
0,0,0,2,0,13,0,0,0,0,0,0,1,0,0,0
0,0,0,14,15,4,3,0,0,0,0,1,8,16,0,0
0,0,0,10,0,0,0,0,13,0,8,15,0,12,0,0
2,0,0,0,0,0,7,0,0,0,0,0,0,11,16,14
4,0,0,11,5,0,6,13,0,0,0,0,0,0,2,0
0,0,0,0,4,0,0,11,0,6,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0,0,6,3,0,0
10,5,0,0,0,0,14,0,11,0,0,0,0,8,7,0
0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0
0,0,12,7,0,0,0,0,0,0,0,0,2,6,0,0
0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0
