0,4,0,0,0,0,7,0,0,0,0,0,10,0,0,0
1,7,0,6,0,0,0,0,0,0,0,15,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,0,3,11,9,0
0,0,0,0,0,3,0,0,0,6,0,0,4,0,16,0
0,13,0,0,0,0,3,15,0,0,11,14,12,0,0,16
0,0,0,0,0,0,0,0,2,0,15,0,5,0,0,0
0,0,0,0,0,0,11,0,0,0,0,10,0,0,6,0
0,0,0,0,0,0,13,0,0,16,0,0,0,0,2,0
0,0,0,5,0,0,0,0,0,0,0,0,9,0,7,0
10,0,0,7,16,0,0,0,0,0,14,0,0,4,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0
0,0,9,16,0,5,0,2,0,15,7,8,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,12,8,0,0,16,0,0,0,0,6,0,0
8,0,0,10,1,13,0,0,0,4,0,0,0,2,3,0
14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
